*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Thu Mar 12 17:48:15 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Jan-23 00:00:00.0000 TDB
Stop  time      : A.D. 2030-Jan-23 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : AU-D
Calendar mode   : Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2461141.500000000, A.D. 2026-Apr-11 00:00:00.0000, -9.369658326802990E-01, -3.257725661301849E-01, -1.412088292362162E-01,  5.811833930198689E-03, -1.482293633897594E-02, -6.426060951528673E-03,  5.786979074220298E-03,  1.001984366099389E+00,  2.902567588179426E-04,
2461142.500000000, A.D. 2026-Apr-12 00:00:00.0000, -9.310160840159966E-01, -3.405474560402049E-01, -1.476141069132814E-01,  6.087381759332983E-03, -1.472610967702299E-02, -6.384171891003462E-03,  5.788652643798747E-03,  1.002274135689304E+00,  2.892249556720414E-04,
2461143.500000000, A.D. 2026-Apr-13 00:00:00.0000, -9.247916489459590E-01, -3.552233136478751E-01, -1.539765252557329E-01,  6.361189720111773E-03, -1.462486740468584E-02, -6.340339507285863E-03,  5.790319250587730E-03,  1.002562699709595E+00,  2.878445178442882E-04,
2461144.500000000, A.D. 2026-Apr-14 00:00:00.0000, -9.182943212813827E-01, -3.697957100083334E-01, -1.602941325349707E-01,  6.633146849114676E-03, -1.451918264077308E-02, -6.294546988688690E-03,  5.791976871446008E-03,  1.002849707864215E+00,  2.861139776182313E-04,
2461145.500000000, A.D. 2026-Apr-15 00:00:00.0000, -9.115260159824403E-01, -3.842601895205934E-01, -1.665649607078630E-01,  6.903120910014189E-03, -1.440902994901086E-02, -6.246779086839979E-03,  5.793623513320190E-03,  1.003134815066666E+00,  2.840463584107310E-04,
2461146.500000000, A.D. 2026-Apr-16 00:00:00.0000, -9.044887927283438E-01, -3.986122750222945E-01, -1.727870290272922E-01,  7.170954316241152E-03, -1.429439328996639E-02, -6.197026539953317E-03,  5.795257316686727E-03,  1.003417699350427E+00,  2.816759381408568E-04,
2461147.500000000, A.D. 2026-Apr-17 00:00:00.0000, -8.971848814580913E-01, -4.128474826188380E-01, -1.789583529469096E-01,  7.436464816702862E-03, -1.417527728645299E-02, -6.145292081397071E-03,  5.796876693974907E-03,  1.003698085836150E+00,  2.790630881062734E-04,
2461148.500000000, A.D. 2026-Apr-18 00:00:00.0000, -8.896167036120176E-01, -4.269613484074899E-01, -1.850769592277642E-01,  7.699453735970588E-03, -1.405171910251684E-02, -6.091596475962328E-03,  5.798480482561536E-03,  1.003975773221869E+00,  2.762939537574432E-04,
2461149.500000000, A.D. 2026-Apr-19 00:00:00.0000, -8.817868810803066E-01, -4.409494655004141E-01, -1.911409060730755E-01,  7.959722041418857E-03, -1.392379631938828E-02, -6.035982099296960E-03,  5.800068075007756E-03,  1.004250656332806E+00,  2.734727205510146E-04,
2461150.500000000, A.D. 2026-Apr-20 00:00:00.0000, -8.736982265983411E-01, -4.548075250024133E-01, -1.971483046420993E-01,  8.217090409654740E-03, -1.379162642727506E-02, -5.978511865068268E-03,  5.801639484283983E-03,  1.004522737414719E+00,  2.707073028670343E-04,
2461151.500000000, A.D. 2026-Apr-21 00:00:00.0000, -8.653537148762074E-01, -4.685313516282620E-01, -2.030973369226022E-01,  8.471416493388688E-03, -1.365535681406398E-02, -5.919263170540650E-03,  5.803195317424139E-03,  1.004792121572274E+00,  2.680929049298774E-04,
2461152.500000000, A.D. 2026-Apr-22 00:00:00.0000, -8.567564404800349E-01, -4.821169258097069E-01, -2.089862658334580E-01,  8.722603460653918E-03, -1.351514862959801E-02, -5.858318906882047E-03,  5.804736662247316E-03,  1.005058997155508E+00,  2.656992372198869E-04,
2461153.500000000, A.D. 2026-Apr-23 00:00:00.0000, -8.479095724048378E-01, -4.955603890291765E-01, -2.148134362038569E-01,  8.970598243630615E-03, -1.337116035576948E-02, -5.795758721065810E-03,  5.806264920487114E-03,  1.005323606867069E+00,  2.635650363474013E-04,
2461154.500000000, A.D. 2026-Apr-24 00:00:00.0000, -8.388163144355452E-01, -5.088580346658427E-01, -2.205772682161099E-01,  9.215382460085967E-03, -1.322353580711226E-02, -5.731652944192759E-03,  5.807781630814602E-03,  1.005586217119595E+00,  2.616997281485493E-04,
2461155.500000000, A.D. 2026-Apr-25 00:00:00.0000, -8.294798762582373E-01, -5.220062898490750E-01, -2.262762464553051E-01,  9.456960761313912E-03, -1.307239813983425E-02, -5.666059843626503E-03,  5.809288315552899E-03,  1.005847091495163E+00,  2.600893974343775E-04,
2461156.500000000, A.D. 2026-Apr-26 00:00:00.0000, -8.199034558762424E-01, -5.350016939327874E-01, -2.319089075980377E-01,  9.695350319495932E-03, -1.291784876240342E-02, -5.599025458732042E-03,  5.810786366362336E-03,  1.006106470952291E+00,  2.587038471878990E-04,
2461157.500000000, A.D. 2026-Apr-27 00:00:00.0000, -8.100902312243936E-01, -5.478408774464488E-01, -2.374738287250652E-01,  9.930573041334686E-03, -1.275996902331318E-02, -5.530584818889648E-03,  5.812276968497170E-03,  1.006364560711390E+00,  2.575026752960330E-04,
2461158.500000000, A.D. 2026-Apr-28 00:00:00.0000, -8.000433581975175E-01, -5.605205433400776E-01, -2.429696171234356E-01,  1.016265042347687E-02, -1.259882287648199E-02, -5.460763582620365E-03,  5.813761055407030E-03,  1.006621522394254E+00,  2.564396869263379E-04,
2461159.500000000, A.D. 2026-Apr-29 00:00:00.0000, -7.897659728311286E-01, -5.730374509412924E-01, -2.483949017142316E-01,  1.039160024267467E-02, -1.243445954461176E-02, -5.389579604460550E-03,  5.815239284426743E-03,  1.006877469814881E+00,  2.554658637133834E-04,
2461160.500000000, A.D. 2026-Apr-30 00:00:00.0000, -7.792611962199530E-01, -5.853884024405890E-01, -2.537483259526553E-01,  1.061743428008303E-02, -1.226691590916474E-02, -5.317044315344180E-03,  5.816712026732692E-03,  1.007132467240468E+00,  2.545314260315810E-04,
2461161.500000000, A.D. 2026-May-01 00:00:00.0000, -7.685321414051183E-01, -5.975702316666380E-01, -2.590285420429630E-01,  1.084015661445885E-02, -1.209621873115335E-02, -5.243163990048270E-03,  5.818179367745505E-03,  1.007386529461139E+00,  2.535874462801586E-04,
2461162.500000000, A.D. 2026-May-02 00:00:00.0000, -7.575819217413882E-01, -6.095797950717801E-01, -2.642342064060101E-01,  1.105976237355277E-02, -1.192238687233478E-02, -5.167940996241617E-03,  5.819641116137936E-03,  1.007639623349609E+00,  2.525872300396786E-04,
2461163.500000000, A.D. 2026-May-03 00:00:00.0000, -7.464136602469515E-01, -6.214139649657723E-01, -2.693639763993377E-01,  1.127623704086549E-02, -1.174543356343118E-02, -5.091375045734839E-03,  5.821096820153034E-03,  1.007891670686585E+00,  2.514874489398172E-04,
2461164.500000000, A.D. 2026-May-04 00:00:00.0000, -7.350304993170689E-01, -6.330696249946668E-01, -2.744165082625029E-01,  1.148955643296413E-02, -1.156536859232386E-02, -5.013464375127104E-03,  5.822545789408446E-03,  1.008142551936070E+00,  2.502488794373705E-04,
2461165.500000000, A.D. 2026-May-05 00:00:00.0000, -7.234356101227623E-01, -6.445436676682268E-01, -2.793904561543741E-01,  1.169968733483426E-02, -1.138220016788198E-02, -4.934206725715679E-03,  5.823987119458903E-03,  1.008392110498219E+00,  2.488366006283953E-04,
2461166.500000000, A.D. 2026-May-06 00:00:00.0000, -7.116322011203310E-01, -6.558329934805140E-01, -2.842844720151013E-01,  1.190658859450901E-02, -1.119593620510598E-02, -4.853599994972597E-03,  5.825419715789371E-03,  1.008640156863628E+00,  2.472196026633589E-04,
2461167.500000000, A.D. 2026-May-07 00:00:00.0000, -6.996235253820325E-01, -6.669345109527229E-01, -2.890972058820840E-01,  1.211021231567700E-02, -1.100658486913241E-02, -4.771642487800115E-03,  5.826842314038720E-03,  1.008886472114955E+00,  2.453699014398655E-04,
2461168.500000000, A.D. 2026-May-08 00:00:00.0000, -6.874128868730628E-01, -6.778451368397013E-01, -2.938273062597129E-01,  1.231050469275920E-02, -1.081415437283803E-02, -4.688332783751929E-03,  5.828253494230616E-03,  1.009130810390918E+00,  2.432613999288079E-04,
2461169.500000000, A.D. 2026-May-09 00:00:00.0000, -6.750036462712317E-01, -6.885617958292624E-01, -2.984734202091515E-01,  1.250740601325427E-02, -1.061865221259838E-02, -4.603669338635112E-03,  5.829651688556130E-03,  1.009372900233816E+00,  2.408688656192883E-04,
2461170.500000000, A.D. 2026-May-10 00:00:00.0000, -6.623992273815992E-01, -6.990814193532238E-01, -3.030341929982099E-01,  1.270084940328717E-02, -1.042008424266673E-02, -4.517650051916166E-03,  5.831035184739384E-03,  1.009612445172272E+00,  2.381675158588775E-04,
2461171.500000000, A.D. 2026-May-11 00:00:00.0000, -6.496031255583674E-01, -7.094009436537468E-01, -3.075082674462173E-01,  1.289075804254968E-02, -1.021845424439036E-02, -4.430272161257865E-03,  5.832402130210455E-03,  1.009849124443746E+00,  2.351338227387468E-04,
2461172.500000000, A.D. 2026-May-12 00:00:00.0000, -6.366189196712667E-01, -7.195173080486237E-01, -3.118942835303676E-01,  1.307704091502072E-02, -1.001376493606360E-02, -4.341532965031895E-03,  5.833750546094990E-03,  1.010082595416766E+00,  2.317482204178064E-04,
2461173.500000000, A.D. 2026-May-13 00:00:00.0000, -6.234502887843847E-01, -7.294274554083807E-01, -3.161908793735301E-01,  1.325958783502127E-02, -9.806021585252770E-03, -4.251431959852096E-03,  5.835078363748702E-03,  1.010312499916676E+00,  2.280002649734856E-04,
2461174.500000000, A.D. 2026-May-14 00:00:00.0000, -6.101010334674807E-01, -7.391283379914160E-01, -3.203966952836553E-01,  1.343826556441149E-02, -9.595239230546025E-03, -4.159974851584002E-03,  5.836383498282301E-03,  1.010538476956087E+00,  2.238961863557723E-04,
2461175.500000000, A.D. 2026-May-15 00:00:00.0000, -5.965750992291006E-01, -7.486169323808027E-01, -3.245103827289759E-01,  1.361291802937284E-02, -9.381453519590272E-03, -4.067179314816755E-03,  5.837663969683412E-03,  1.010760183706482E+00,  2.194674370760690E-04,
2461176.500000000, A.D. 2026-May-16 00:00:00.0000, -5.828765962491798E-01, -7.578902662931353E-01, -3.285306194735105E-01,  1.378337399399478E-02, -9.164733034183936E-03, -3.973081223821955E-03,  5.838918068818348E-03,  1.010977324240538E+00,  2.147770002437340E-04,
2461177.500000000, A.D. 2026-May-17 00:00:00.0000, -5.690098069440386E-01, -7.669454565739987E-01, -3.324561301447105E-01,  1.394946365282147E-02, -8.945188381103697E-03, -3.877738779220917E-03,  5.840144542796319E-03,  1.011189681626938E+00,  2.099190677376275E-04,
2461178.500000000, A.D. 2026-May-18 00:00:00.0000, -5.549791735298543E-01, -7.757797522539651E-01, -3.362857086359411E-01,  1.411104107634999E-02, -8.722972385098502E-03, -3.781231646562106E-03,  5.841342751246954E-03,  1.011397144988990E+00,  2.050090871221474E-04,
2461179.500000000, A.D. 2026-May-19 00:00:00.0000, -5.407892633512705E-01, -7.843905719573915E-01, -3.400182365470013E-01,  1.426800469309864E-02, -8.498268586025110E-03, -3.683653951525220E-03,  5.842512739531538E-03,  1.011599722180758E+00,  2.001656639218602E-04,
2461180.500000000, A.D. 2026-May-20 00:00:00.0000, -5.264447183829877E-01, -7.927755250063203E-01, -3.436526922620565E-01,  1.442030731950956E-02, -8.271271155649745E-03, -3.585103153411879E-03,  5.843655198620827E-03,  1.011797532840118E+00,  1.954907492475074E-04,
2461181.500000000, A.D. 2026-May-21 00:00:00.0000, -5.119502016666648E-01, -8.009324113038059E-01, -3.471881485931713E-01,  1.456795230697679E-02, -8.042163964348051E-03, -3.485669059375818E-03,  5.844771324482949E-03,  1.011990784042534E+00,  1.910557339263296E-04,
2461182.500000000, A.D. 2026-May-22 00:00:00.0000, -4.973103532738855E-01, -8.088592030478837E-01, -3.506237611522915E-01,  1.471097940600551E-02, -7.811106076194172E-03, -3.385426701200466E-03,  5.845862624953288E-03,  1.012179736861608E+00,  1.868973528103900E-04,
2461183.500000000, A.D. 2026-May-23 00:00:00.0000, -4.825297625460410E-01, -8.165540165093315E-01, -3.539587521245312E-01,  1.484944757171253E-02, -7.578226393410265E-03, -3.284434215348999E-03,  5.846930728971573E-03,  1.012364673339511E+00,  1.830220176753977E-04,
2461184.500000000, A.D. 2026-May-24 00:00:00.0000, -4.676129564337053E-01, -8.240150823863583E-01, -3.571923939693897E-01,  1.498342067232254E-02, -7.343625609743378E-03, -3.182734492362226E-03,  5.847977234975894E-03,  1.012545870237221E+00,  1.794142683193937E-04,
2461185.500000000, A.D. 2026-May-25 00:00:00.0000, -4.525643995275369E-01, -8.312407202264842E-01, -3.603239957868518E-01,  1.511295850779283E-02, -7.107381771058301E-03, -3.080358522202026E-03,  5.849003609905464E-03,  1.012723581547387E+00,  1.760453143973880E-04,
2461186.500000000, A.D. 2026-May-26 00:00:00.0000, -4.373885005467791E-01, -8.382293188527609E-01, -3.633528931583778E-01,  1.523811264188302E-02, -6.869556321231076E-03, -2.977328794559674E-03,  5.850011132111914E-03,  1.012898028609734E+00,  1.728795029815810E-04,
2461187.500000000, A.D. 2026-May-27 00:00:00.0000, -4.220896212912618E-01, -8.449793223320907E-01, -3.662784410482106E-01,  1.535892533446886E-02, -6.630198986135631E-03, -2.873661950131565E-03,  5.851000864296399E-03,  1.013069395425263E+00,  1.698782811285882E-04,
2461188.500000000, A.D. 2026-May-28 00:00:00.0000, -4.066720858287473E-01, -8.514892200425962E-01, -3.691000089033595E-01,  1.547542989935506E-02, -6.389351094936123E-03, -2.769370540698417E-03,  5.851973643230896E-03,  1.013237826876550E+00,  1.670021695580538E-04,
2461189.500000000, A.D. 2026-May-29 00:00:00.0000, -3.911401891054012E-01, -8.577575393842337E-01, -3.718169771440162E-01,  1.558765136529333E-02, -6.147047622152325E-03, -2.664464096530440E-03,  5.852930077020528E-03,  1.013403428253733E+00,  1.642115287617037E-04,
2461190.500000000, A.D. 2026-May-30 00:00:00.0000, -3.754982049876490E-01, -8.637828401017414E-01, -3.744287344970291E-01,  1.569560690483857E-02, -5.903318456056923E-03, -2.558949792721722E-03,  5.853870544984597E-03,  1.013566265233913E+00,  1.614667942127137E-04,
2461191.500000000, A.D. 2026-May-31 00:00:00.0000, -3.597503940470290E-01, -8.695637096854861E-01, -3.769346759018811E-01,  1.579930592822342E-02, -5.658189349838327E-03, -2.452832961347501E-03,  5.854795198478489E-03,  1.013726364023464E+00,  1.587286183312018E-04,
2461192.500000000, A.D. 2026-Jun-01 00:00:00.0000, -3.439010113660863E-01, -8.750987596917874E-01, -3.793342009168482E-01,  1.589874998107321E-02, -5.411682839917313E-03, -2.346117594400495E-03,  5.855703962775812E-03,  1.013883711683912E+00,  1.559581086233255E-04,
2461193.500000000, A.D. 2026-Jun-02 00:00:00.0000, -3.279543144570225E-01, -8.803866230086216E-01, -3.816267126427170E-01,  1.599393265373386E-02, -5.163819217462892E-03, -2.238806874042192E-03,  5.856596540619267E-03,  1.014038256746750E+00,  1.531171534325259E-04,
2461194.500000000, A.D. 2026-Jun-03 00:00:00.0000, -3.119145712006200E-01, -8.854259520935841E-01, -3.838116171738254E-01,  1.608483964438137E-02, -4.914617479764788E-03, -2.130903684935695E-03,  5.857472417617287E-03,  1.014189910147840E+00,  1.501687095498617E-04,
2461195.500000000, A.D. 2026-Jun-04 00:00:00.0000, -2.957860676402798E-01, -8.902154180909216E-01, -3.858883235192338E-01,  1.617144897041252E-02, -4.664096110670522E-03, -2.022411028897481E-03,  5.858330868824227E-03,  1.014338546366734E+00,  1.470769025937718E-04,
2461196.500000000, A.D. 2026-Jun-05 00:00:00.0000, -2.795731155565988E-01, -8.947537105868153E-01, -3.878562438626028E-01,  1.625373115410093E-02, -4.412273562686019E-03, -1.913332282144524E-03,  5.859170965132209E-03,  1.014484004533391E+00,  1.438068572079764E-04,
2461197.500000000, A.D. 2026-Jun-06 00:00:00.0000, -2.632800599928687E-01, -8.990395376871282E-01, -3.897147940006964E-01,  1.633164907700890E-02, -4.159168432865137E-03, -1.803671304888216E-03,  5.859991577991390E-03,  1.014626089245461E+00,  1.403243113962749E-04,
2461198.500000000, A.D. 2026-Jun-07 00:00:00.0000, -2.469112872400585E-01, -9.030716261867550E-01, -3.914633938609641E-01,  1.640515714958991E-02, -3.904799521146646E-03, -1.693432519594487E-03,  5.860791381807860E-03,  1.014764570983476E+00,  1.365952553656004E-04,
2461199.500000000, A.D. 2026-Jun-08 00:00:00.0000, -2.304712341171056E-01, -9.068487219100112E-01, -3.931014681783372E-01,  1.647419951998249E-02, -3.649186209860476E-03, -1.582621203375015E-03,  5.861568855368605E-03,  1.014899186357565E+00,  1.325860503067683E-04,
2461200.500000000, A.D. 2026-Jun-09 00:00:00.0000, -2.139643995461386E-01, -9.103695908755010E-01, -3.946284477233859E-01,  1.653870730744617E-02, -3.392349872193463E-03, -1.471244370548932E-03,  5.862322286905522E-03,  1.015029638984269E+00,  1.282646970289874E-04,
2461201.500000000, A.D. 2026-Jun-10 00:00:00.0000, -1.973953591984109E-01, -9.136330227597047E-01, -3.960437718988160E-01,  1.659859537431397E-02, -3.134317220106391E-03, -1.359312704159743E-03,  5.863049791735278E-03,  1.015155602540786E+00,  1.236040565832083E-04,
2461202.500000000, A.D. 2026-Jun-11 00:00:00.0000, -1.807687830739294E-01, -9.166378390453521E-01, -3.973468939620042E-01,  1.665375999900748E-02, -2.875126433982014E-03, -1.246843919136910E-03,  5.863749355827694E-03,  1.015276728308600E+00,  1.185876795645852E-04,
2461203.500000000, A.D. 2026-Jun-12 00:00:00.0000, -1.640894540053627E-01, -9.193829088053207E-01, -3.985372903427128E-01,  1.670407982467503E-02, -2.614836223250386E-03, -1.133867524480672E-03,  5.864418920671389E-03,  1.015392659867513E+00,  1.132181571193015E-04,
2461204.500000000, A.D. 2026-Jun-13 00:00:00.0000, -1.473622823540512E-01, -9.218671744832636E-01, -3.996144750841998E-01,  1.674942298663619E-02, -2.353536322689650E-03, -1.020430054683376E-03,  5.865056520113376E-03,  1.015503056788689E+00,  1.075263145196833E-04,
2461205.500000000, A.D. 2026-Jun-14 00:00:00.0000, -1.305923096381461E-01, -9.240896873885509E-01, -4.005780189147322E-01,  1.678966218870222E-02, -2.091355602730638E-03, -9.065986598448639E-04,  5.865660464134054E-03,  1.015607626454305E+00,  1.015774934167697E-04,
2461206.500000000, A.D. 2026-Jun-15 00:00:00.0000, -1.137846936815640E-01, -9.260496478903019E-01, -4.014275699388034E-01,  1.682469585672151E-02, -1.828462483627930E-03, -7.924603258086269E-04,  5.866229538811075E-03,  1.015706158680222E+00,  9.547012867383226E-05,
2461207.500000000, A.D. 2026-Jun-16 00:00:00.0000, -9.694467221585593E-02, -9.277464404744367E-01, -4.021628705846121E-01,  1.685446861773910E-02, -1.565053998034237E-03, -6.781151031066316E-04,  5.866763168117425E-03,  1.015798553730454E+00,  8.932386881860278E-05,
2461208.500000000, A.D. 2026-Jun-17 00:00:00.0000, -8.007751012501908E-02, -9.291796526294066E-01, -4.027837651974904E-01,  1.687898216571414E-02, -1.301335222723796E-03, -5.636646783583613E-04,  5.867261481520296E-03,  1.015884834021551E+00,  8.325975893654937E-05,
2461209.500000000, A.D. 2026-Jun-18 00:00:00.0000, -6.318844309485268E-02, -9.303490713088194E-01, -4.032901955625541E-01,  1.689829132910280E-02, -1.037496534586970E-03, -4.492004872502889E-04,  5.867725261655052E-03,  1.015965135062625E+00,  7.737998778370366E-05,
2461210.500000000, A.D. 2026-Jun-19 00:00:00.0000, -4.628263186040866E-02, -9.312546592759219E-01, -4.036821862469632E-01,  1.691248784131199E-02, -7.736973220826202E-04, -3.347958308107210E-04,  5.868155793310333E-03,  1.016039679307933E+00,  7.175497361811995E-05,
2461211.500000000, A.D. 2026-Jun-20 00:00:00.0000, -2.936513557103835E-02, -9.318965204324182E-01, -4.039598249919933E-01,  1.692167982327539E-02, -5.100604336709313E-04, -2.205038903329269E-04,  5.868554667916108E-03,  1.016108742305033E+00,  6.642087739924933E-05,
2461212.500000000, A.D. 2026-Jun-21 00:00:00.0000, -1.244090445569272E-02, -9.322748645102678E-01, -4.041232436707438E-01,  1.692597469243236E-02, -2.466758246179914E-04, -1.063604625510001E-04,  5.868923599086788E-03,  1.016172620757062E+00,  6.138521237034598E-05,
2461213.500000000, A.D. 2026-Jun-22 00:00:00.0000,  4.485213810164531E-03, -9.323899781189706E-01, -4.041726032595570E-01,  1.692546905372481E-02,  1.639119864150285E-05,  7.611192555327856E-06,  5.869264282600785E-03,  1.016231608278952E+00,  5.663583205118051E-05,
2461214.500000000, A.D. 2026-Jun-23 00:00:00.0000,  2.140846103521186E-02, -9.322422044941340E-01, -4.041080837404171E-01,  1.692024509673397E-02,  2.790913818835801E-04,  1.213956211100455E-04,  5.869578308165080E-03,  1.016285980119932E+00,  5.214938705509681E-05,
2461215.500000000, A.D. 2026-Jun-24 00:00:00.0000,  3.832415413414159E-02, -9.318319309694135E-01, -4.039298781637369E-01,  1.691037114649036E-02,  5.413848909621924E-04,  2.349816804812290E-04,  5.869867113493282E-03,  1.016335985212398E+00,  4.789736965085008E-05,
2461216.500000000, A.D. 2026-Jun-25 00:00:00.0000,  5.522767235815615E-02, -9.311595818135071E-01, -4.036381894848093E-01,  1.689590398680025E-02,  8.032372007994338E-04,  3.483604637999823E-04,  5.870131965496687E-03,  1.016381842915240E+00,  4.384951088881164E-05,
2461217.500000000, A.D. 2026-Jun-26 00:00:00.0000,  7.211444702163232E-02, -9.302256140708510E-01, -4.032332288808333E-01,  1.687689132984981E-02,  1.064617087644710E-03,  4.615243458351284E-04,  5.870373954755819E-03,  1.016423742056624E+00,  3.997510854208423E-05,
2461218.500000000, A.D. 2026-Jun-27 00:00:00.0000,  8.897995339797238E-02, -9.290305146637864E-01, -4.027152146409517E-01,  1.685337360203557E-02,  1.325495986539520E-03,  5.744667196839456E-04,  5.870593993564593E-03,  1.016461840595343E+00,  3.624306329588183E-05,
2461219.500000000, A.D. 2026-Jun-28 00:00:00.0000,  1.058197039347204E-01, -9.275747977561551E-01, -4.020843711399475E-01,  1.682538478864262E-02,  1.585848004508062E-03,  6.871820358817159E-04,  5.870792812143775E-03,  1.016496264965205E+00,  3.262130836585859E-05,
2461220.500000000, A.D. 2026-Jun-29 00:00:00.0000,  1.226292418698563E-01, -9.258590020115309E-01, -4.013409277453451E-01,  1.679295242522443E-02,  1.845650043105931E-03,  7.996658583343425E-04,  5.870970951065610E-03,  1.016527108763390E+00,  2.907613576091716E-05,
2461221.500000000, A.D. 2026-Jun-30 00:00:00.0000,  1.394041345198496E-01, -9.238836878280735E-01, -4.004851177366288E-01,  1.675609700225740E-02,  2.104881681072375E-03,  9.119147646359129E-04,  5.871128750288424E-03,  1.016554430851861E+00,  2.557173320927970E-05,
2461222.500000000, A.D. 2026-Jul-01 00:00:00.0000,  1.561399658143803E-01, -9.216494348827693E-01, -3.995171774336583E-01,  1.671483110708519E-02,  2.363524662301044E-03,  1.023926024310791E-03,  5.871266336496923E-03,  1.016578253165393E+00,  2.207006997129942E-05,
2461223.500000000, A.D. 2026-Jul-02 00:00:00.0000,  1.728323279628937E-01, -9.191568403855417E-01, -3.984373457522630E-01,  1.666915858421259E-02,  2.621562001604561E-03,  1.135697075240162E-03,  5.871383610790591E-03,  1.016598558579892E+00,  1.853111892219264E-05,
2461224.500000000, A.D. 2026-Jul-03 00:00:00.0000,  1.894768123628900E-01, -9.164065183705103E-01, -3.972458643552341E-01,  1.661907387141821E-02,  2.878976829501423E-03,  1.247224870249575E-03,  5.871480238359967E-03,  1.016615289124898E+00,  1.491329839467584E-05,
2461225.500000000, A.D. 2026-Jul-04 00:00:00.0000,  2.060689999361215E-01, -9.133991002131723E-01, -3.959429784897546E-01,  1.656456150466665E-02,  3.135751114333868E-03,  1.358505166867985E-03,  5.871555640995985E-03,  1.016628344686614E+00,  1.117399029641935E-05,
2461226.500000000, A.D. 2026-Jul-05 00:00:00.0000,  2.226044509962373E-01, -9.101352364607922E-01, -3.945289385525267E-01,  1.650559564379157E-02,  3.391864308321033E-03,  1.469531777713292E-03,  5.871608992607948E-03,  1.016637582231870E+00,  7.270063643293321E-06,
2461227.500000000, A.D. 2026-Jul-06 00:00:00.0000,  2.390786945716405E-01, -9.066156001034623E-01, -3.930040024539876E-01,  1.644213943070151E-02,  3.647291778035495E-03,  1.580295698305270E-03,  5.871639217972661E-03,  1.016642815591540E+00,  3.158506032700375E-06,
2461228.500000000, A.D. 2026-Jul-07 00:00:00.0000,  2.554872169687642E-01, -9.028408916664247E-01, -3.913684389939346E-01,  1.637414412547737E-02,  3.902002652307477E-03,  1.690783915204362E-03,  5.871644996216415E-03,  1.016643816063432E+00, -1.202488600877690E-06,
2461229.500000000, A.D. 2026-Jul-08 00:00:00.0000,  2.718254494660822E-01, -8.988118469668227E-01, -3.896225327006276E-01,  1.630154832520725E-02,  4.155956549922154E-03,  1.800977625025872E-03,  5.871624773289440E-03,  1.016640314572170E+00, -5.851376904248934E-06,
